GEO.id,GEO.id2,GEO.display-label,YEAR.id,GOVTAX.id,GOVTAX.display-label,AMOUNT
0400000US01,01,Alabama,2016,01121241,Individual Income Taxes,3492904
0400000US01,01,Alabama,2016,01121242,Corporations Net Income Taxes,376680
0400000US01,01,Alabama,2016,0112125,Other Taxes,90352
0400000US01,01,Alabama,2016,0112126,Death and Gift Taxes,0
0400000US01,01,Alabama,2016,0112127,Documentarty and Stock Transfer Taxes,43730
0400000US01,01,Alabama,2016,0112128,Severance Taxes,46622
0400000US01,01,Alabama,2016,0112129,"Taxes, NEC",X
0400000US02,02,Alaska,2016,01121,Total Taxes,1042164
0400000US02,02,Alaska,2016,011211,Property Taxes,111736
0400000US02,02,Alaska,2016,011212,Sales and Gross Receipts Taxes,260846
0400000US02,02,Alaska,2016,0112121,General Sales and Gross Receipts Taxes,X
0400000US02,02,Alaska,2016,0112122,Selective Sales and Gross Receipts Taxes,260846
0400000US02,02,Alaska,2016,01121221,Alcoholic Beverages Sales Tax,42430
0400000US02,02,Alaska,2016,01121222,Amusements Sales Tax,10306
0400000US02,02,Alaska,2016,01121223,Insurance Premiums Sales Tax,64400
0400000US02,02,Alaska,2016,01121224,Motor Fuels Sales Tax,48773
0400000US02,02,Alaska,2016,01121225,Pari-mutuels Sales Tax,X
0400000US02,02,Alaska,2016,01121226,Public Utilities Sales Tax,4027
0400000US02,02,Alaska,2016,01121227,Tobacco Products Sales Tax,67918
0400000US02,02,Alaska,2016,01121229,Other Selective Sales and Gross Receipts Taxes,22992
0400000US02,02,Alaska,2016,0112123,License Taxes,120529
0400000US02,02,Alaska,2016,01121231,Alcoholic Beverages License,1919
0400000US02,02,Alaska,2016,01121232,Amusements License,0
0400000US02,02,Alaska,2016,01121233,Corporations in General License,X
0400000US02,02,Alaska,2016,01121234,Hunting and Fishing License,29500
0400000US02,02,Alaska,2016,01121235,Motor Vehicle License,38000
0400000US02,02,Alaska,2016,01121236,Motor Vehicle Operators License,X
0400000US02,02,Alaska,2016,01121237,Public Utilities License,838
0400000US02,02,Alaska,2016,01121238,"Occupation and Business License, NEC",46957
0400000US02,02,Alaska,2016,01121239,Other License Taxes,3315
0400000US02,02,Alaska,2016,0112124,Income Taxes,212252
0400000US02,02,Alaska,2016,01121241,Individual Income Taxes,X
0400000US02,02,Alaska,2016,01121242,Corporations Net Income Taxes,212252
0400000US02,02,Alaska,2016,0112125,Other Taxes,336801
0400000US02,02,Alaska,2016,0112126,Death and Gift Taxes,X
0400000US02,02,Alaska,2016,0112127,Documentarty and Stock Transfer Taxes,X
0400000US02,02,Alaska,2016,0112128,Severance Taxes,336801
0400000US02,02,Alaska,2016,0112129,"Taxes, NEC",X
0400000US04,04,Arizona,2016,01121,Total Taxes,14676375
0400000US04,04,Arizona,2016,011211,Property Taxes,943008
0400000US04,04,Arizona,2016,011212,Sales and Gross Receipts Taxes,8680009
0400000US04,04,Arizona,2016,0112121,General Sales and Gross Receipts Taxes,6660817
0400000US04,04,Arizona,2016,0112122,Selective Sales and Gross Receipts Taxes,2019192
0400000US04,04,Arizona,2016,01121221,Alcoholic Beverages Sales Tax,72281
0400000US04,04,Arizona,2016,01121222,Amusements Sales Tax,3830
0400000US04,04,Arizona,2016,01121223,Insurance Premiums Sales Tax,545124
0400000US04,04,Arizona,2016,01121224,Motor Fuels Sales Tax,898234
0400000US04,04,Arizona,2016,01121225,Pari-mutuels Sales Tax,160
0400000US04,04,Arizona,2016,01121226,Public Utilities Sales Tax,22337
0400000US04,04,Arizona,2016,01121227,Tobacco Products Sales Tax,317331
0400000US04,04,Arizona,2016,01121229,Other Selective Sales and Gross Receipts Taxes,159895
0400000US04,04,Arizona,2016,0112123,License Taxes,482362
0400000US04,04,Arizona,2016,01121231,Alcoholic Beverages License,7416
0400000US04,04,Arizona,2016,01121232,Amusements License,X
0400000US04,04,Arizona,2016,01121233,Corporations in General License,18342
0400000US04,04,Arizona,2016,01121234,Hunting and Fishing License,35059
0400000US04,04,Arizona,2016,01121235,Motor Vehicle License,228970
0400000US04,04,Arizona,2016,01121236,Motor Vehicle Operators License,31373
0400000US04,04,Arizona,2016,01121237,Public Utilities License,X
0400000US04,04,Arizona,2016,01121238,"Occupation and Business License, NEC",159454
0400000US04,04,Arizona,2016,01121239,Other License Taxes,1748
0400000US04,04,Arizona,2016,0112124,Income Taxes,4538472
0400000US04,04,Arizona,2016,01121241,Individual Income Taxes,3967924
0400000US04,04,Arizona,2016,01121242,Corporations Net Income Taxes,570548
0400000US04,04,Arizona,2016,0112125,Other Taxes,32524
0400000US04,04,Arizona,2016,0112126,Death and Gift Taxes,X
0400000US04,04,Arizona,2016,0112127,Documentarty and Stock Transfer Taxes,17328
0400000US04,04,Arizona,2016,0112128,Severance Taxes,15196
0400000US04,04,Arizona,2016,0112129,"Taxes, NEC",X
0400000US05,05,Arkansas,2016,01121,Total Taxes,9452883
0400000US05,05,Arkansas,2016,011211,Property Taxes,1119958
0400000US05,05,Arkansas,2016,011212,Sales and Gross Receipts Taxes,4590072
0400000US05,05,Arkansas,2016,0112121,General Sales and Gross Receipts Taxes,3314363
0400000US05,05,Arkansas,2016,0112122,Selective Sales and Gross Receipts Taxes,1275709
0400000US05,05,Arkansas,2016,01121221,Alcoholic Beverages Sales Tax,55164
0400000US05,05,Arkansas,2016,01121222,Amusements Sales Tax,56031
0400000US05,05,Arkansas,2016,01121223,Insurance Premiums Sales Tax,192020
0400000US05,05,Arkansas,2016,01121224,Motor Fuels Sales Tax,479879
0400000US05,05,Arkansas,2016,01121225,Pari-mutuels Sales Tax,2616
0400000US05,05,Arkansas,2016,01121226,Public Utilities Sales Tax,X
0400000US05,05,Arkansas,2016,01121227,Tobacco Products Sales Tax,230527
0400000US05,05,Arkansas,2016,01121229,Other Selective Sales and Gross Receipts Taxes,259472
0400000US05,05,Arkansas,2016,0112123,License Taxes,396891
0400000US05,05,Arkansas,2016,01121231,Alcoholic Beverages License,4624
0400000US05,05,Arkansas,2016,01121232,Amusements License,473
0400000US05,05,Arkansas,2016,01121233,Corporations in General License,26703
0400000US05,05,Arkansas,2016,01121234,Hunting and Fishing License,26579
0400000US05,05,Arkansas,2016,01121235,Motor Vehicle License,163023
0400000US05,05,Arkansas,2016,01121236,Motor Vehicle Operators License,21825
0400000US05,05,Arkansas,2016,01121237,Public Utilities License,8351
0400000US05,05,Arkansas,2016,01121238,"Occupation and Business License, NEC",143422
0400000US05,05,Arkansas,2016,01121239,Other License Taxes,1891
0400000US05,05,Arkansas,2016,0112124,Income Taxes,3231617
0400000US05,05,Arkansas,2016,01121241,Individual Income Taxes,2781458
0400000US05,05,Arkansas,2016,01121242,Corporations Net Income Taxes,450159
0400000US05,05,Arkansas,2016,0112125,Other Taxes,114345
0400000US05,05,Arkansas,2016,0112126,Death and Gift Taxes,3
0400000US05,05,Arkansas,2016,0112127,Documentarty and Stock Transfer Taxes,38844
0400000US05,05,Arkansas,2016,0112128,Severance Taxes,48340
0400000US05,05,Arkansas,2016,0112129,"Taxes, NEC",27158
0400000US06,06,California,2016,01121,Total Taxes,155231252
0400000US06,06,California,2016,011211,Property Taxes,2513157
0400000US06,06,California,2016,011212,Sales and Gross Receipts Taxes,53365753
0400000US06,06,California,2016,0112121,General Sales and Gross Receipts Taxes,39189007
0400000US06,06,California,2016,0112122,Selective Sales and Gross Receipts Taxes,14176746
0400000US06,06,California,2016,01121221,Alcoholic Beverages Sales Tax,368699
0400000US06,06,California,2016,01121222,Amusements Sales Tax,X
0400000US06,06,California,2016,01121223,Insurance Premiums Sales Tax,2561932
0400000US06,06,California,2016,01121224,Motor Fuels Sales Tax,5000539
0400000US06,06,California,2016,01121225,Pari-mutuels Sales Tax,14537
0400000US06,06,California,2016,01121226,Public Utilities Sales Tax,714623
0400000US06,06,California,2016,01121227,Tobacco Products Sales Tax,840034
0400000US06,06,California,2016,01121229,Other Selective Sales and Gross Receipts Taxes,4676382
0400000US06,06,California,2016,0112123,License Taxes,8551427
0400000US06,06,California,2016,01121231,Alcoholic Beverages License,57406
0400000US06,06,California,2016,01121232,Amusements License,16767
0400000US06,06,California,2016,01121233,Corporations in General License,75066
0400000US06,06,California,2016,01121234,Hunting and Fishing License,104698
0400000US06,06,California,2016,01121235,Motor Vehicle License,3996089
0400000US06,06,California,2016,01121236,Motor Vehicle Operators License,296160
0400000US06,06,California,2016,01121237,Public Utilities License,674660
0400000US06,06,California,2016,01121238,"Occupation and Business License, NEC",3303576
0400000US06,06,California,2016,01121239,Other License Taxes,27005
0400000US06,06,California,2016,0112124,Income Taxes,90655530
0400000US06,06,California,2016,01121241,Individual Income Taxes,80753345
0400000US06,06,California,2016,01121242,Corporations Net Income Taxes,9902185
0400000US06,06,California,2016,0112125,Other Taxes,145385
0400000US06,06,California,2016,0112126,Death and Gift Taxes,X
0400000US06,06,California,2016,0112127,Documentarty and Stock Transfer Taxes,X
0400000US06,06,California,2016,0112128,Severance Taxes,68500
0400000US06,06,California,2016,0112129,"Taxes, NEC",76885
0400000US08,08,Colorado,2016,01121,Total Taxes,12795318
0400000US08,08,Colorado,2016,011211,Property Taxes,X
0400000US08,08,Colorado,2016,011212,Sales and Gross Receipts Taxes,4897029
0400000US08,08,Colorado,2016,0112121,General Sales and Gross Receipts Taxes,2840173
0400000US08,08,Colorado,2016,0112122,Selective Sales and Gross Receipts Taxes,2056856
0400000US08,08,Colorado,2016,01121221,Alcoholic Beverages Sales Tax,43407
0400000US08,08,Colorado,2016,01121222,Amusements Sales Tax,116374
0400000US08,08,Colorado,2016,01121223,Insurance Premiums Sales Tax,277647
0400000US08,08,Colorado,2016,01121224,Motor Fuels Sales Tax,667037
0400000US08,08,Colorado,2016,01121225,Pari-mutuels Sales Tax,620
0400000US08,08,Colorado,2016,01121226,Public Utilities Sales Tax,11650
0400000US08,08,Colorado,2016,01121227,Tobacco Products Sales Tax,201187
0400000US08,08,Colorado,2016,01121229,Other Selective Sales and Gross Receipts Taxes,738934
0400000US08,08,Colorado,2016,0112123,License Taxes,702499
0400000US08,08,Colorado,2016,01121231,Alcoholic Beverages License,7367
0400000US08,08,Colorado,2016,01121232,Amusements License,821
0400000US08,08,Colorado,2016,01121233,Corporations in General License,19541
0400000US08,08,Colorado,2016,01121234,Hunting and Fishing License,79664
0400000US08,08,Colorado,2016,01121235,Motor Vehicle License,504010
0400000US08,08,Colorado,2016,01121236,Motor Vehicle Operators License,36751
0400000US08,08,Colorado,2016,01121237,Public Utilities License,14717
0400000US08,08,Colorado,2016,01121238,"Occupation and Business License, NEC",39628
0400000US08,08,Colorado,2016,01121239,Other License Taxes,0
0400000US08,08,Colorado,2016,0112124,Income Taxes,7111711
0400000US08,08,Colorado,2016,01121241,Individual Income Taxes,6485602
0400000US08,08,Colorado,2016,01121242,Corporations Net Income Taxes,626109
0400000US08,08,Colorado,2016,0112125,Other Taxes,84079
0400000US08,08,Colorado,2016,0112126,Death and Gift Taxes,0
0400000US08,08,Colorado,2016,0112127,Documentarty and Stock Transfer Taxes,X
0400000US08,08,Colorado,2016,0112128,Severance Taxes,84079
0400000US08,08,Colorado,2016,0112129,"Taxes, NEC",X
0400000US09,09,Connecticut,2016,01121,Total Taxes,15244947
0400000US09,09,Connecticut,2016,011211,Property Taxes,X
0400000US09,09,Connecticut,2016,011212,Sales and Gross Receipts Taxes,6149782
0400000US09,09,Connecticut,2016,0112121,General Sales and Gross Receipts Taxes,3752793
0400000US09,09,Connecticut,2016,0112122,Selective Sales and Gross Receipts Taxes,2396989
0400000US09,09,Connecticut,2016,01121221,Alcoholic Beverages Sales Tax,56345
0400000US09,09,Connecticut,2016,01121222,Amusements Sales Tax,305057
0400000US09,09,Connecticut,2016,01121223,Insurance Premiums Sales Tax,208895
0400000US09,09,Connecticut,2016,01121224,Motor Fuels Sales Tax,467749
0400000US09,09,Connecticut,2016,01121225,Pari-mutuels Sales Tax,6876
0400000US09,09,Connecticut,2016,01121226,Public Utilities Sales Tax,298858
0400000US09,09,Connecticut,2016,01121227,Tobacco Products Sales Tax,350723
0400000US09,09,Connecticut,2016,01121229,Other Selective Sales and Gross Receipts Taxes,702486
0400000US09,09,Connecticut,2016,0112123,License Taxes,455454
0400000US09,09,Connecticut,2016,01121231,Alcoholic Beverages License,9356
0400000US09,09,Connecticut,2016,01121232,Amusements License,230
0400000US09,09,Connecticut,2016,01121233,Corporations in General License,28878
0400000US09,09,Connecticut,2016,01121234,Hunting and Fishing License,5200
0400000US09,09,Connecticut,2016,01121235,Motor Vehicle License,224287
0400000US09,09,Connecticut,2016,01121236,Motor Vehicle Operators License,48719
0400000US09,09,Connecticut,2016,01121237,Public Utilities License,675
0400000US09,09,Connecticut,2016,01121238,"Occupation and Business License, NEC",133427
0400000US09,09,Connecticut,2016,01121239,Other License Taxes,4682
0400000US09,09,Connecticut,2016,0112124,Income Taxes,8276620
0400000US09,09,Connecticut,2016,01121241,Individual Income Taxes,7557153
0400000US09,09,Connecticut,2016,01121242,Corporations Net Income Taxes,719467
0400000US09,09,Connecticut,2016,0112125,Other Taxes,363091
0400000US09,09,Connecticut,2016,0112126,Death and Gift Taxes,195157
0400000US09,09,Connecticut,2016,0112127,Documentarty and Stock Transfer Taxes,167132
0400000US09,09,Connecticut,2016,0112128,Severance Taxes,X
0400000US09,09,Connecticut,2016,0112129,"Taxes, NEC",802
0400000US10,10,Delaware,2016,01121,Total Taxes,3522301
0400000US10,10,Delaware,2016,011211,Property Taxes,X
0400000US10,10,Delaware,2016,011212,Sales and Gross Receipts Taxes,539193
0400000US10,10,Delaware,2016,0112121,General Sales and Gross Receipts Taxes,X
0400000US10,10,Delaware,2016,0112122,Selective Sales and Gross Receipts Taxes,539193
0400000US10,10,Delaware,2016,01121221,Alcoholic Beverages Sales Tax,20274
0400000US10,10,Delaware,2016,01121222,Amusements Sales Tax,X
0400000US10,10,Delaware,2016,01121223,Insurance Premiums Sales Tax,96279
0400000US10,10,Delaware,2016,01121224,Motor Fuels Sales Tax,125453
0400000US10,10,Delaware,2016,01121225,Pari-mutuels Sales Tax,69
0400000US10,10,Delaware,2016,01121226,Public Utilities Sales Tax,55394
0400000US10,10,Delaware,2016,01121227,Tobacco Products Sales Tax,111762
0400000US10,10,Delaware,2016,01121229,Other Selective Sales and Gross Receipts Taxes,129962
0400000US10,10,Delaware,2016,0112123,License Taxes,1452596
0400000US10,10,Delaware,2016,01121231,Alcoholic Beverages License,1584
0400000US10,10,Delaware,2016,01121232,Amusements License,306
0400000US10,10,Delaware,2016,01121233,Corporations in General License,1274897
0400000US10,10,Delaware,2016,01121234,Hunting and Fishing License,3030
0400000US10,10,Delaware,2016,01121235,Motor Vehicle License,54287
0400000US10,10,Delaware,2016,01121236,Motor Vehicle Operators License,6738
0400000US10,10,Delaware,2016,01121237,Public Utilities License,X
0400000US10,10,Delaware,2016,01121238,"Occupation and Business License, NEC",105868
0400000US10,10,Delaware,2016,01121239,Other License Taxes,5886
0400000US10,10,Delaware,2016,0112124,Income Taxes,1430520
0400000US10,10,Delaware,2016,01121241,Individual Income Taxes,1112368
0400000US10,10,Delaware,2016,01121242,Corporations Net Income Taxes,318152
0400000US10,10,Delaware,2016,0112125,Other Taxes,99992
0400000US10,10,Delaware,2016,0112126,Death and Gift Taxes,9350
0400000US10,10,Delaware,2016,0112127,Documentarty and Stock Transfer Taxes,89527
0400000US10,10,Delaware,2016,0112128,Severance Taxes,X
0400000US10,10,Delaware,2016,0112129,"Taxes, NEC",1115
0400000US11,11,District of Columbia,2016,01121,Total Taxes,7404521
0400000US11,11,District of Columbia,2016,011211,Property Taxes,2416604
0400000US11,11,District of Columbia,2016,011212,Sales and Gross Receipts Taxes,1783982
0400000US11,11,District of Columbia,2016,0112121,General Sales and Gross Receipts Taxes,1343192
0400000US11,11,District of Columbia,2016,0112122,Selective Sales and Gross Receipts Taxes,440790
0400000US11,11,District of Columbia,2016,01121221,Alcoholic Beverages Sales Tax,6468
0400000US11,11,District of Columbia,2016,01121222,Amusements Sales Tax,X
0400000US11,11,District of Columbia,2016,01121223,Insurance Premiums Sales Tax,106887
0400000US11,11,District of Columbia,2016,01121224,Motor Fuels Sales Tax,25332
0400000US11,11,District of Columbia,2016,01121225,Pari-mutuels Sales Tax,X
0400000US11,11,District of Columbia,2016,01121226,Public Utilities Sales Tax,186498
0400000US11,11,District of Columbia,2016,01121227,Tobacco Products Sales Tax,30451
0400000US11,11,District of Columbia,2016,01121229,Other Selective Sales and Gross Receipts Taxes,85154
0400000US11,11,District of Columbia,2016,0112123,License Taxes,180380
0400000US11,11,District of Columbia,2016,01121231,Alcoholic Beverages License,7855
0400000US11,11,District of Columbia,2016,01121232,Amusements License,X
0400000US11,11,District of Columbia,2016,01121233,Corporations in General License,32764
0400000US11,11,District of Columbia,2016,01121234,Hunting and Fishing License,94
0400000US11,11,District of Columbia,2016,01121235,Motor Vehicle License,36751
0400000US11,11,District of Columbia,2016,01121236,Motor Vehicle Operators License,5079
0400000US11,11,District of Columbia,2016,01121237,Public Utilities License,X
0400000US11,11,District of Columbia,2016,01121238,"Occupation and Business License, NEC",49004
0400000US11,11,District of Columbia,2016,01121239,Other License Taxes,48833
0400000US11,11,District of Columbia,2016,0112124,Income Taxes,2464330
0400000US11,11,District of Columbia,2016,01121241,Individual Income Taxes,1907862
0400000US11,11,District of Columbia,2016,01121242,Corporations Net Income Taxes,556468
0400000US11,11,District of Columbia,2016,0112125,Other Taxes,559225
0400000US11,11,District of Columbia,2016,0112126,Death and Gift Taxes,53967
0400000US11,11,District of Columbia,2016,0112127,Documentarty and Stock Transfer Taxes,444194
0400000US11,11,District of Columbia,2016,0112128,Severance Taxes,X
0400000US11,11,District of Columbia,2016,0112129,"Taxes, NEC",61064
0400000US12,12,Florida,2016,01121,Total Taxes,37640420
0400000US12,12,Florida,2016,011211,Property Taxes,20
0400000US12,12,Florida,2016,011212,Sales and Gross Receipts Taxes,30429302
0400000US12,12,Florida,2016,0112121,General Sales and Gross Receipts Taxes,22291157
0400000US12,12,Florida,2016,0112122,Selective Sales and Gross Receipts Taxes,8138145
0400000US12,12,Florida,2016,01121221,Alcoholic Beverages Sales Tax,396418
0400000US12,12,Florida,2016,01121222,Amusements Sales Tax,202942
0400000US12,12,Florida,2016,01121223,Insurance Premiums Sales Tax,705400
0400000US12,12,Florida,2016,01121224,Motor Fuels Sales Tax,2611492
0400000US12,12,Florida,2016,01121225,Pari-mutuels Sales Tax,6921
0400000US12,12,Florida,2016,01121226,Public Utilities Sales Tax,2408133
0400000US12,12,Florida,2016,01121227,Tobacco Products Sales Tax,1223029
0400000US12,12,Florida,2016,01121229,Other Selective Sales and Gross Receipts Taxes,583810
0400000US12,12,Florida,2016,0112123,License Taxes,2241468
0400000US12,12,Florida,2016,01121231,Alcoholic Beverages License,9132
0400000US12,12,Florida,2016,01121232,Amusements License,18000
0400000US12,12,Florida,2016,01121233,Corporations in General License,315059
0400000US12,12,Florida,2016,01121234,Hunting and Fishing License,17026
0400000US12,12,Florida,2016,01121235,Motor Vehicle License,1552251
0400000US12,12,Florida,2016,01121236,Motor Vehicle Operators License,117146
0400000US12,12,Florida,2016,01121237,Public Utilities License,25516
0400000US12,12,Florida,2016,01121238,"Occupation and Business License, NEC",177077
0400000US12,12,Florida,2016,01121239,Other License Taxes,10261
0400000US12,12,Florida,2016,0112124,Income Taxes,2272230
0400000US12,12,Florida,2016,01121241,Individual Income Taxes,X
0400000US12,12,Florida,2016,01121242,Corporations Net Income Taxes,2272230
0400000US12,12,Florida,2016,0112125,Other Taxes,2697400
0400000US12,12,Florida,2016,0112126,Death and Gift Taxes,140
0400000US12,12,Florida,2016,0112127,Documentarty and Stock Transfer Taxes,2662080
0400000US12,12,Florida,2016,0112128,Severance Taxes,35180
0400000US12,12,Florida,2016,0112129,"Taxes, NEC",X
0400000US13,13,Georgia,2016,01121,Total Taxes,21454446
0400000US13,13,Georgia,2016,011211,Property Taxes,961780
0400000US13,13,Georgia,2016,011212,Sales and Gross Receipts Taxes,8408456
0400000US13,13,Georgia,2016,0112121,General Sales and Gross Receipts Taxes,5480196
0400000US13,13,Georgia,2016,0112122,Selective Sales and Gross Receipts Taxes,2928260
0400000US13,13,Georgia,2016,01121221,Alcoholic Beverages Sales Tax,190536
0400000US13,13,Georgia,2016,01121222,Amusements Sales Tax,X
0400000US13,13,Georgia,2016,01121223,Insurance Premiums Sales Tax,428700
0400000US13,13,Georgia,2016,01121224,Motor Fuels Sales Tax,1655028
0400000US13,13,Georgia,2016,01121225,Pari-mutuels Sales Tax,X
0400000US13,13,Georgia,2016,01121226,Public Utilities Sales Tax,X
0400000US13,13,Georgia,2016,01121227,Tobacco Products Sales Tax,219870
0400000US13,13,Georgia,2016,01121229,Other Selective Sales and Gross Receipts Taxes,434126
0400000US13,13,Georgia,2016,0112123,License Taxes,663946
0400000US13,13,Georgia,2016,01121231,Alcoholic Beverages License,3983
0400000US13,13,Georgia,2016,01121232,Amusements License,0
0400000US13,13,Georgia,2016,01121233,Corporations in General License,51050
0400000US13,13,Georgia,2016,01121234,Hunting and Fishing License,26569
0400000US13,13,Georgia,2016,01121235,Motor Vehicle License,366897
0400000US13,13,Georgia,2016,01121236,Motor Vehicle Operators License,108475
0400000US13,13,Georgia,2016,01121237,Public Utilities License,X
0400000US13,13,Georgia,2016,01121238,"Occupation and Business License, NEC",82123
0400000US13,13,Georgia,2016,01121239,Other License Taxes,24849
0400000US13,13,Georgia,2016,0112124,Income Taxes,11420536
0400000US13,13,Georgia,2016,01121241,Individual Income Taxes,10439534
0400000US13,13,Georgia,2016,01121242,Corporations Net Income Taxes,981002
0400000US13,13,Georgia,2016,0112125,Other Taxes,-272
0400000US13,13,Georgia,2016,0112126,Death and Gift Taxes,-414
0400000US13,13,Georgia,2016,0112127,Documentarty and Stock Transfer Taxes,142
0400000US13,13,Georgia,2016,0112128,Severance Taxes,X
0400000US13,13,Georgia,2016,0112129,"Taxes, NEC",X
0400000US15,15,Hawaii,2016,01121,Total Taxes,6919035
0400000US15,15,Hawaii,2016,011211,Property Taxes,X
0400000US15,15,Hawaii,2016,011212,Sales and Gross Receipts Taxes,4315902
0400000US15,15,Hawaii,2016,0112121,General Sales and Gross Receipts Taxes,3206154
0400000US15,15,Hawaii,2016,0112122,Selective Sales and Gross Receipts Taxes,1109748
0400000US15,15,Hawaii,2016,01121221,Alcoholic Beverages Sales Tax,50590
0400000US15,15,Hawaii,2016,01121222,Amusements Sales Tax,X
0400000US15,15,Hawaii,2016,01121223,Insurance Premiums Sales Tax,157900
0400000US15,15,Hawaii,2016,01121224,Motor Fuels Sales Tax,92591
0400000US15,15,Hawaii,2016,01121225,Pari-mutuels Sales Tax,X
0400000US15,15,Hawaii,2016,01121226,Public Utilities Sales Tax,152760
0400000US15,15,Hawaii,2016,01121227,Tobacco Products Sales Tax,124890
0400000US15,15,Hawaii,2016,01121229,Other Selective Sales and Gross Receipts Taxes,531017
0400000US15,15,Hawaii,2016,0112123,License Taxes,263130
0400000US15,15,Hawaii,2016,01121231,Alcoholic Beverages License,X
0400000US15,15,Hawaii,2016,01121232,Amusements License,X
0400000US15,15,Hawaii,2016,01121233,Corporations in General License,1765
0400000US15,15,Hawaii,2016,01121234,Hunting and Fishing License,599
0400000US15,15,Hawaii,2016,01121235,Motor Vehicle License,186742
0400000US15,15,Hawaii,2016,01121236,Motor Vehicle Operators License,349
0400000US15,15,Hawaii,2016,01121237,Public Utilities License,20804
0400000US15,15,Hawaii,2016,01121238,"Occupation and Business License, NEC",41566
0400000US15,15,Hawaii,2016,01121239,Other License Taxes,11305
0400000US15,15,Hawaii,2016,0112124,Income Taxes,2224299
0400000US15,15,Hawaii,2016,01121241,Individual Income Taxes,2116130
0400000US15,15,Hawaii,2016,01121242,Corporations Net Income Taxes,108169
0400000US15,15,Hawaii,2016,0112125,Other Taxes,115704
0400000US15,15,Hawaii,2016,0112126,Death and Gift Taxes,49613
